,date,close
0,2015-02-02 09:15:00+05:30,592.4
1,2015-02-02 09:30:00+05:30,594.85
2,2015-02-02 09:45:00+05:30,594.05
3,2015-02-02 10:00:00+05:30,593.6
4,2015-02-02 10:15:00+05:30,594.2
5,2015-02-02 10:30:00+05:30,593.75
6,2015-02-02 10:45:00+05:30,592.8
7,2015-02-02 11:00:00+05:30,593.15
8,2015-02-02 11:15:00+05:30,592.9
9,2015-02-02 11:30:00+05:30,592.6
10,2015-02-02 11:45:00+05:30,589.35
11,2015-02-02 12:00:00+05:30,591.0
12,2015-02-02 12:15:00+05:30,590.5
13,2015-02-02 12:30:00+05:30,591.9
14,2015-02-02 12:45:00+05:30,592.0
15,2015-02-02 13:00:00+05:30,591.9
16,2015-02-02 13:15:00+05:30,599.0
17,2015-02-02 13:30:00+05:30,606.2
18,2015-02-02 13:45:00+05:30,608.85
19,2015-02-02 14:00:00+05:30,616.3
20,2015-02-02 14:15:00+05:30,614.0
21,2015-02-02 14:30:00+05:30,610.75
22,2015-02-02 14:45:00+05:30,613.7
23,2015-02-02 15:00:00+05:30,614.55
24,2015-02-02 15:15:00+05:30,620.9
25,2015-02-03 09:15:00+05:30,614.4
26,2015-02-03 09:30:00+05:30,611.35
27,2015-02-03 09:45:00+05:30,614.4
28,2015-02-03 10:00:00+05:30,608.3
29,2015-02-03 10:15:00+05:30,606.0
30,2015-02-03 10:30:00+05:30,607.0
31,2015-02-03 10:45:00+05:30,606.7
32,2015-02-03 11:00:00+05:30,612.3
33,2015-02-03 11:15:00+05:30,609.05
34,2015-02-03 11:30:00+05:30,605.2
35,2015-02-03 11:45:00+05:30,601.7
36,2015-02-03 12:00:00+05:30,598.4
37,2015-02-03 12:15:00+05:30,596.05
38,2015-02-03 12:30:00+05:30,595.8
39,2015-02-03 12:45:00+05:30,592.45
40,2015-02-03 13:00:00+05:30,591.3
41,2015-02-03 13:15:00+05:30,591.0
42,2015-02-03 13:30:00+05:30,591.85
43,2015-02-03 13:45:00+05:30,593.6
44,2015-02-03 14:00:00+05:30,592.5
45,2015-02-03 14:15:00+05:30,595.4
46,2015-02-03 14:30:00+05:30,592.0
47,2015-02-03 14:45:00+05:30,590.4
48,2015-02-03 15:00:00+05:30,586.25
49,2015-02-03 15:15:00+05:30,584.7
50,2015-02-04 09:15:00+05:30,576.85
51,2015-02-04 09:30:00+05:30,566.25
52,2015-02-04 09:45:00+05:30,568.75
53,2015-02-04 10:00:00+05:30,559.35
54,2015-02-04 10:15:00+05:30,562.85
55,2015-02-04 10:30:00+05:30,559.65
56,2015-02-04 10:45:00+05:30,561.65
57,2015-02-04 11:00:00+05:30,562.35
58,2015-02-04 11:15:00+05:30,562.75
59,2015-02-04 11:30:00+05:30,562.0
60,2015-02-04 11:45:00+05:30,562.9
61,2015-02-04 12:00:00+05:30,558.1
62,2015-02-04 12:15:00+05:30,556.55
63,2015-02-04 12:30:00+05:30,556.3
64,2015-02-04 12:45:00+05:30,560.75
65,2015-02-04 13:00:00+05:30,562.8
66,2015-02-04 13:15:00+05:30,560.45
67,2015-02-04 13:30:00+05:30,563.55
68,2015-02-04 13:45:00+05:30,564.8
69,2015-02-04 14:00:00+05:30,562.5
70,2015-02-04 14:15:00+05:30,564.5
71,2015-02-04 14:30:00+05:30,564.1
72,2015-02-04 14:45:00+05:30,560.0
73,2015-02-04 15:00:00+05:30,557.55
74,2015-02-04 15:15:00+05:30,561.0
75,2015-02-05 09:15:00+05:30,567.05
76,2015-02-05 09:30:00+05:30,572.5
77,2015-02-05 09:45:00+05:30,572.25
78,2015-02-05 10:00:00+05:30,571.5
79,2015-02-05 10:15:00+05:30,570.4
80,2015-02-05 10:30:00+05:30,571.0
81,2015-02-05 10:45:00+05:30,569.35
82,2015-02-05 11:00:00+05:30,571.1
83,2015-02-05 11:15:00+05:30,571.25
84,2015-02-05 11:30:00+05:30,570.25
85,2015-02-05 11:45:00+05:30,571.0
86,2015-02-05 12:00:00+05:30,571.35
87,2015-02-05 12:15:00+05:30,572.15
88,2015-02-05 12:30:00+05:30,572.2
89,2015-02-05 12:45:00+05:30,573.25
90,2015-02-05 13:00:00+05:30,573.9
91,2015-02-05 13:15:00+05:30,576.6
92,2015-02-05 13:30:00+05:30,575.9
93,2015-02-05 13:45:00+05:30,576.5
94,2015-02-05 14:00:00+05:30,576.5
95,2015-02-05 14:15:00+05:30,576.75
96,2015-02-05 14:30:00+05:30,574.05
97,2015-02-05 14:45:00+05:30,567.8
98,2015-02-05 15:00:00+05:30,564.45
99,2015-02-05 15:15:00+05:30,568.0
100,2015-02-06 09:15:00+05:30,567.5
101,2015-02-06 09:30:00+05:30,568.25
102,2015-02-06 09:45:00+05:30,566.3
103,2015-02-06 10:00:00+05:30,552.55
104,2015-02-06 10:15:00+05:30,550.25
105,2015-02-06 10:30:00+05:30,552.2
106,2015-02-06 10:45:00+05:30,553.1
107,2015-02-06 11:00:00+05:30,556.0
108,2015-02-06 11:15:00+05:30,554.2
109,2015-02-06 11:30:00+05:30,559.4
110,2015-02-06 11:45:00+05:30,561.4
111,2015-02-06 12:00:00+05:30,558.1
112,2015-02-06 12:15:00+05:30,559.8
113,2015-02-06 12:30:00+05:30,560.25
114,2015-02-06 12:45:00+05:30,567.05
115,2015-02-06 13:00:00+05:30,563.65
116,2015-02-06 13:15:00+05:30,563.0
117,2015-02-06 13:30:00+05:30,562.5
118,2015-02-06 13:45:00+05:30,563.85
119,2015-02-06 14:00:00+05:30,564.25
120,2015-02-06 14:15:00+05:30,562.0
121,2015-02-06 14:30:00+05:30,560.85
122,2015-02-06 14:45:00+05:30,562.8
123,2015-02-06 15:00:00+05:30,562.25
124,2015-02-06 15:15:00+05:30,565.0
125,2015-02-09 09:15:00+05:30,557.45
126,2015-02-09 09:30:00+05:30,561.35
127,2015-02-09 09:45:00+05:30,559.5
128,2015-02-09 10:00:00+05:30,561.75
129,2015-02-09 10:15:00+05:30,564.45
130,2015-02-09 10:30:00+05:30,564.25
131,2015-02-09 10:45:00+05:30,563.45
132,2015-02-09 11:00:00+05:30,559.2
133,2015-02-09 11:15:00+05:30,563.25
134,2015-02-09 11:30:00+05:30,564.3
135,2015-02-09 11:45:00+05:30,563.85
136,2015-02-09 12:00:00+05:30,563.4
